@ref(networkElement)|@const(IpagSlot)class
@index(PE_Slot)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|slot_number|slot_name
12.82.0.63/5|12.82.0.63/5|12.82.0.63/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.82.122.14/1|12.82.122.14/1|12.82.122.14/1|||OEW-SROUTER|true||1|
12.82.96.31/8|12.82.96.31/8|12.82.96.31/8|||OEW-VPLS|true||8|
12.80.4.15/1|12.80.4.15/1|12.80.4.15/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.82.40.111/2|12.82.40.111/2|12.82.40.111/2|||OEW-VPLS|true||2|
12.82.56.1/1|12.82.56.1/1|12.82.56.1/1|||OEW-VPLS|true||1|
12.123.80.212/1|12.123.80.212/1|12.123.80.212/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
12.122.122.146/3|12.122.122.146/3|12.122.122.146/3|||OEW-VPLS|true||3|
12.82.100.15/4|12.82.100.15/4|12.82.100.15/4|||OEW-SROUTER|true||4|
12.82.62.6/3|12.82.62.6/3|12.82.62.6/3|||OEW-VPLS|true||3|
12.82.120.137/1|12.82.120.137/1|12.82.120.137/1|||OEW-VPLS|true||1|
12.82.118.19/4|12.82.118.19/4|12.82.118.19/4|||OEW-SROUTER|true||4|
143.0.68.253/3|143.0.68.253/3|143.0.68.253/3|ETHERNET-NFO|IPAG|IPAG|true|S|3|DPC3
12.122.119.162/5|12.122.119.162/5|12.122.119.162/5|||OEW-SROUTER|true||5|
12.122.215.90/3|12.122.215.90/3|12.122.215.90/3|||OEW-T640|true||3|
143.0.68.170/1|143.0.68.170/1|143.0.68.170/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.83.165.43/7|12.83.165.43/7|12.83.165.43/7|||OEW-SROUTER|true||7|
12.122.122.121/10|12.122.122.121/10|12.122.122.121/10|||OEW-VPLS|true||10|
12.82.118.19/2|12.82.118.19/2|12.82.118.19/2|||OEW-SROUTER|true||2|
12.122.126.65/4|12.122.126.65/4|12.122.126.65/4|||OEW-SROUTER|true||4|
12.122.122.99/7|12.122.122.99/7|12.122.122.99/7|||OEW-VPLS|true||7|
12.82.90.30/0|12.82.90.30/0|12.82.90.30/0|||OEW-VPLS|true||0|
12.82.116.6/7|12.82.116.6/7|12.82.116.6/7|||OEW-VPLS|true||7|
12.82.86.25/7|12.82.86.25/7|12.82.86.25/7|||OEW-VPLS|true||7|
12.122.122.48/3|12.122.122.48/3|12.122.122.48/3|||OEW-VPLS|true||3|
12.82.63.2/0|12.82.63.2/0|12.82.63.2/0|||OEW-VPLS|true||0|
12.122.122.37/11|12.122.122.37/11|12.122.122.37/11|||OEW-VPLS|true||11|
12.122.126.139/7|12.122.126.139/7|12.122.126.139/7|||OEW-T640|true||7|
12.83.165.195/4|12.83.165.195/4|12.83.165.195/4|||OEW-SROUTER|true||4|
12.82.102.28/11|12.82.102.28/11|12.82.102.28/11|||OEW-VPLS|true||11|
12.82.118.20/0|12.82.118.20/0|12.82.118.20/0|||OEW-SROUTER|true||0|
150.0.0.4/2|150.0.0.4/2|150.0.0.4/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
12.83.164.228/7|12.83.164.228/7|12.83.164.228/7|||OEW-SROUTER|true||7|
12.82.102.26/1|12.82.102.26/1|12.82.102.26/1|||OEW-SROUTER|true||1|
12.82.90.21/5|12.82.90.21/5|12.82.90.21/5|||OEW-VPLS|true||5|
12.82.86.26/7|12.82.86.26/7|12.82.86.26/7|||OEW-VPLS|true||7|
12.82.106.14/10|12.82.106.14/10|12.82.106.14/10|||OEW-VPLS|true||10|
12.83.165.146/7|12.83.165.146/7|12.83.165.146/7|||OEW-SROUTER|true||7|
12.82.16.65/2|12.82.16.65/2|12.82.16.65/2|||OEW-VPLS|true||2|
12.83.164.26/0|12.83.164.26/0|12.83.164.26/0|||OEW-SROUTER|true||0|
165.87.32.43/2|165.87.32.43/2|165.87.32.43/2|||OEW-SROUTER|true||2|
12.122.122.107/8|12.122.122.107/8|12.122.122.107/8|||OEW-VPLS|true||8|
143.0.24.169/5|143.0.24.169/5|143.0.24.169/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.82.104.20/2|12.82.104.20/2|12.82.104.20/2|||OEW-SROUTER|true||2|
12.82.126.128/0|12.82.126.128/0|12.82.126.128/0|||OEW-VPLS|true||0|
12.122.124.67/5|12.122.124.67/5|12.122.124.67/5|||OEW-T640|true||5|
165.87.64.57/0|165.87.64.57/0|165.87.64.57/0|||OEW-SROUTER|true||0|
12.83.164.160/0|12.83.164.160/0|12.83.164.160/0|||OEW-SROUTER|true||0|
12.122.127.71/2|12.122.127.71/2|12.122.127.71/2|||OEW-T640|true||2|
10.0.36.128/2|10.0.36.128/2|10.0.36.128/2|||OEW-VPLS|true||2|
12.122.121.138/3|12.122.121.138/3|12.122.121.138/3|||OEW-VPLS|true||3|
165.87.65.223/11|165.87.65.223/11|165.87.65.223/11|||OEW-SROUTER|true||11|
12.83.164.195/5|12.83.164.195/5|12.83.164.195/5|||OEW-SROUTER|true||5|
12.83.164.68/6|12.83.164.68/6|12.83.164.68/6|||OEW-SROUTER|true||6|
12.82.0.95/10|12.82.0.95/10|12.82.0.95/10|||OEW-VPLS|true||10|
12.82.32.77/3|12.82.32.77/3|12.82.32.77/3|||OEW-VPLS|true||3|
12.122.122.49/11|12.122.122.49/11|12.122.122.49/11|||OEW-VPLS|true||11|
12.82.40.139/1|12.82.40.139/1|12.82.40.139/1|||OEW-VPLS|true||1|
12.82.70.27/9|12.82.70.27/9|12.82.70.27/9|||OEW-VPLS|true||9|
12.122.126.10/1|12.122.126.10/1|12.122.126.10/1|||OEW-T640|true||1|
12.82.59.2/0|12.82.59.2/0|12.82.59.2/0|||OEW-VPLS|true||0|
12.80.68.145/1|12.80.68.145/1|12.80.68.145/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.83.165.177/3|12.83.165.177/3|12.83.165.177/3|||OEW-SROUTER|true||3|
12.82.8.79/0|12.82.8.79/0|12.82.8.79/0|||OEW-VPLS|true||0|
12.122.122.232/0|12.122.122.232/0|12.122.122.232/0|||OEW-VPLS|true||0|
32.120.177.125/3|32.120.177.125/3|32.120.177.125/3|||OEW-SROUTER|true||3|
12.82.8.78/3|12.82.8.78/3|12.82.8.78/3|||OEW-VPLS|true||3|
10.144.0.147/1|10.144.0.147/1|10.144.0.147/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
149.0.3.198/2|149.0.3.198/2|149.0.3.198/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
12.82.98.23/1|12.82.98.23/1|12.82.98.23/1|||OEW-SROUTER|true||1|
12.82.40.101/9|12.82.40.101/9|12.82.40.101/9|||OEW-VPLS|true||9|
12.82.96.29/1|12.82.96.29/1|12.82.96.29/1|||OEW-VPLS|true||1|
165.87.245.237/7|165.87.245.237/7|165.87.245.237/7|||OEW-SROUTER|true||7|
143.0.68.227/11|143.0.68.227/11|143.0.68.227/11|ETHERNET-NFO|IPAG|IPAG|true|B|11|DPC11
12.82.50.68/7|12.82.50.68/7|12.82.50.68/7|||OEW-VPLS|true||7|
12.122.122.205/0|12.122.122.205/0|12.122.122.205/0|||OEW-VPLS|true||0|
12.82.16.57/1|12.82.16.57/1|12.82.16.57/1|||OEW-VPLS|true||1|
12.82.110.14/5|12.82.110.14/5|12.82.110.14/5|||OEW-VPLS|true||5|
12.122.126.109/3|12.122.126.109/3|12.122.126.109/3|||OEW-SROUTER|true||3|
12.122.120.181/3|12.122.120.181/3|12.122.120.181/3|||OEW-T640|true||3|
12.80.72.82/5|12.80.72.82/5|12.80.72.82/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.122.122.49/10|12.122.122.49/10|12.122.122.49/10|||OEW-VPLS|true||10|
165.87.65.215/11|165.87.65.215/11|165.87.65.215/11|||OEW-SROUTER|true||11|
12.82.118.16/7|12.82.118.16/7|12.82.118.16/7|||OEW-VPLS|true||7|
12.122.215.1/0|12.122.215.1/0|12.122.215.1/0|||OEW-T640|true||0|
12.122.119.18/5|12.122.119.18/5|12.122.119.18/5|||OEW-T640|true||5|
12.83.164.240/1|12.83.164.240/1|12.83.164.240/1|||OEW-SROUTER|true||1|
12.82.24.59/9|12.82.24.59/9|12.82.24.59/9|||OEW-VPLS|true||9|
12.82.124.64/11|12.82.124.64/11|12.82.124.64/11|||OEW-VPLS|true||11|
12.82.8.81/9|12.82.8.81/9|12.82.8.81/9|||OEW-VPLS|true||9|
12.122.122.164/4|12.122.122.164/4|12.122.122.164/4|||OEW-VPLS|true||4|
12.82.0.2/5|12.82.0.2/5|12.82.0.2/5|||OEW-VPLS|true||5|
12.82.58.12/7|12.82.58.12/7|12.82.58.12/7|||OEW-VPLS|true||7|
12.122.120.193/4|12.122.120.193/4|12.122.120.193/4|||OEW-T640|true||4|
12.82.127.128/2|12.82.127.128/2|12.82.127.128/2|||OEW-VPLS|true||2|
12.82.40.116/2|12.82.40.116/2|12.82.40.116/2|||OEW-SROUTER|true||2|
150.0.0.171/0|150.0.0.171/0|150.0.0.171/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.82.118.11/5|12.82.118.11/5|12.82.118.11/5|||OEW-SROUTER|true||5|
12.83.165.239/7|12.83.165.239/7|12.83.165.239/7|||OEW-SROUTER|true||7|
12.122.215.3/5|12.122.215.3/5|12.122.215.3/5|||OEW-T640|true||5|
1.2.3.4/9|1.2.3.4/9|1.2.3.4/9|||OEW-T640|true||9|
12.80.72.17/3|12.80.72.17/3|12.80.72.17/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
12.122.119.14/1|12.122.119.14/1|12.122.119.14/1|||OEW-T640|true||1|
12.82.0.98/1|12.82.0.98/1|12.82.0.98/1|||OEW-SROUTER|true||1|
12.82.24.30/10|12.82.24.30/10|12.82.24.30/10|||OEW-VPLS|true||10|
12.122.120.254/4|12.122.120.254/4|12.122.120.254/4|||OEW-T640|true||4|
12.82.62.14/0|12.82.62.14/0|12.82.62.14/0|||OEW-VPLS|true||0|
12.83.164.240/7|12.83.164.240/7|12.83.164.240/7|||OEW-SROUTER|true||7|
12.82.100.21/0|12.82.100.21/0|12.82.100.21/0|||OEW-VPLS|true||0|
12.82.86.24/1|12.82.86.24/1|12.82.86.24/1|||OEW-VPLS|true||1|
143.0.68.202/0|143.0.68.202/0|143.0.68.202/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
10.0.38.78/5|10.0.38.78/5|10.0.38.78/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.82.144.6/0|12.82.144.6/0|12.82.144.6/0|||OEW-VPLS|true||0|
12.122.122.132/3|12.122.122.132/3|12.122.122.132/3|||OEW-VPLS|true||3|
12.122.122.241/3|12.122.122.241/3|12.122.122.241/3|||OEW-VPLS|true||3|
12.82.126.196/1|12.82.126.196/1|12.82.126.196/1|||OEW-VPLS|true||1|
148.0.131.193/4|148.0.131.193/4|148.0.131.193/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
12.122.127.71/1|12.122.127.71/1|12.122.127.71/1|||OEW-T640|true||1|
12.122.215.78/3|12.122.215.78/3|12.122.215.78/3|||OEW-T640|true||3|
12.122.120.37/3|12.122.120.37/3|12.122.120.37/3|||OEW-SROUTER|true||3|
12.82.24.76/7|12.82.24.76/7|12.82.24.76/7|||OEW-VPLS|true||7|
12.123.80.60/0|12.123.80.60/0|12.123.80.60/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.82.72.18/3|12.82.72.18/3|12.82.72.18/3|||OEW-VPLS|true||3|
12.82.124.192/0|12.82.124.192/0|12.82.124.192/0|||OEW-VPLS|true||0|
12.82.56.8/9|12.82.56.8/9|12.82.56.8/9|||OEW-VPLS|true||9|
12.82.114.6/2|12.82.114.6/2|12.82.114.6/2|||OEW-SROUTER|true||2|
12.82.49.75/2|12.82.49.75/2|12.82.49.75/2|||OEW-VPLS|true||2|
12.82.94.18/1|12.82.94.18/1|12.82.94.18/1|||OEW-VPLS|true||1|
12.83.165.249/5|12.83.165.249/5|12.83.165.249/5|||OEW-SROUTER|true||5|
12.122.121.144/3|12.122.121.144/3|12.122.121.144/3|||OEW-VPLS|true||3|
12.82.24.65/0|12.82.24.65/0|12.82.24.65/0|||OEW-VPLS|true||0|
12.122.126.170/5|12.122.126.170/5|12.122.126.170/5|||OEW-T640|true||5|
12.83.164.232/6|12.83.164.232/6|12.83.164.232/6|||OEW-SROUTER|true||6|
12.122.118.244/0|12.122.118.244/0|12.122.118.244/0|||OEW-T640|true||0|
172.22.68.97/0|172.22.68.97/0|172.22.68.97/0|||OEW-SROUTER|true||0|
12.82.100.5/2|12.82.100.5/2|12.82.100.5/2|||OEW-VPLS|true||2|
12.82.78.20/7|12.82.78.20/7|12.82.78.20/7|||OEW-VPLS|true||7|
12.82.58.5/1|12.82.58.5/1|12.82.58.5/1|||OEW-SROUTER|true||1|
12.83.164.129/4|12.83.164.129/4|12.83.164.129/4|||OEW-SROUTER|true||4|
12.122.127.79/0|12.122.127.79/0|12.122.127.79/0|||OEW-T640|true||0|
12.122.126.232/7|12.122.126.232/7|12.122.126.232/7|||OEW-T640|true||7|
12.122.124.73/1|12.122.124.73/1|12.122.124.73/1|||OEW-T640|true||1|
12.122.119.162/1|12.122.119.162/1|12.122.119.162/1|||OEW-SROUTER|true||1|
12.122.120.180/4|12.122.120.180/4|12.122.120.180/4|||OEW-T640|true||4|
10.0.38.47/3|10.0.38.47/3|10.0.38.47/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
12.122.215.16/3|12.122.215.16/3|12.122.215.16/3|||OEW-T640|true||3|
12.83.165.211/0|12.83.165.211/0|12.83.165.211/0|||OEW-SROUTER|true||0|
12.82.59.5/1|12.82.59.5/1|12.82.59.5/1|||OEW-VPLS|true||1|
12.122.120.4/1|12.122.120.4/1|12.122.120.4/1|||OEW-T640|true||1|
12.82.66.23/2|12.82.66.23/2|12.82.66.23/2|||OEW-VPLS|true||2|
12.83.164.63/4|12.83.164.63/4|12.83.164.63/4|||OEW-SROUTER|true||4|
12.83.165.196/7|12.83.165.196/7|12.83.165.196/7|||OEW-SROUTER|true||7|
143.0.24.1/5|143.0.24.1/5|143.0.24.1/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.82.116.2/1|12.82.116.2/1|12.82.116.2/1|||OEW-VPLS|true||1|
12.82.40.105/0|12.82.40.105/0|12.82.40.105/0|||OEW-VPLS|true||0|
12.82.76.25/2|12.82.76.25/2|12.82.76.25/2|||OEW-SROUTER|true||2|
10.144.0.62/10|10.144.0.62/10|10.144.0.62/10|||OEW-VPLS|true||10|
12.122.122.176/11|12.122.122.176/11|12.122.122.176/11|||OEW-VPLS|true||11|
12.82.88.12/10|12.82.88.12/10|12.82.88.12/10|||OEW-VPLS|true||10|
12.122.215.6/5|12.122.215.6/5|12.122.215.6/5|||OEW-T640|true||5|
12.82.0.114/0|12.82.0.114/0|12.82.0.114/0|||OEW-VPLS|true||0|
12.122.126.244/4|12.122.126.244/4|12.122.126.244/4|||OEW-T640|true||4|
12.82.116.2/9|12.82.116.2/9|12.82.116.2/9|||OEW-VPLS|true||9|
12.122.122.110/2|12.122.122.110/2|12.122.122.110/2|||OEW-VPLS|true||2|
165.87.208.33/7|165.87.208.33/7|165.87.208.33/7|||OEW-SROUTER|true||7|
12.83.164.194/2|12.83.164.194/2|12.83.164.194/2|||OEW-SROUTER|true||2|
12.83.165.140/5|12.83.165.140/5|12.83.165.140/5|||OEW-SROUTER|true||5|
12.83.164.57/5|12.83.164.57/5|12.83.164.57/5|||OEW-SROUTER|true||5|
165.87.253.174/5|165.87.253.174/5|165.87.253.174/5|||OEW-SROUTER|true||5|
12.82.56.8/7|12.82.56.8/7|12.82.56.8/7|||OEW-VPLS|true||7|
32.12.1.1/2|32.12.1.1/2|32.12.1.1/2|||OEW-VPLS|true||2|
12.82.40.99/11|12.82.40.99/11|12.82.40.99/11|||OEW-VPLS|true||11|
12.82.8.85/1|12.82.8.85/1|12.82.8.85/1|||OEW-SROUTER|true||1|
149.0.3.222/5|149.0.3.222/5|149.0.3.222/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
149.8.0.30/0|149.8.0.30/0|149.8.0.30/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
12.122.120.172/0|12.122.120.172/0|12.122.120.172/0|||OEW-SROUTER|true||0|
12.82.100.19/1|12.82.100.19/1|12.82.100.19/1|||OEW-VPLS|true||1|
12.123.80.58/1|12.123.80.58/1|12.123.80.58/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
10.144.0.62/3|10.144.0.62/3|10.144.0.62/3|||OEW-VPLS|true||3|
12.80.84.11/1|12.80.84.11/1|12.80.84.11/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.83.164.196/1|12.83.164.196/1|12.83.164.196/1|||OEW-SROUTER|true||1|
12.122.122.41/1|12.122.122.41/1|12.122.122.41/1|||OEW-VPLS|true||1|
143.0.24.102/0|143.0.24.102/0|143.0.24.102/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.122.122.211/11|12.122.122.211/11|12.122.122.211/11|||OEW-VPLS|true||11|
12.123.80.142/3|12.123.80.142/3|12.123.80.142/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
12.82.127.2/3|12.82.127.2/3|12.82.127.2/3|||OEW-VPLS|true||3|
12.83.165.178/6|12.83.165.178/6|12.83.165.178/6|||OEW-SROUTER|true||6|
12.82.16.57/0|12.82.16.57/0|12.82.16.57/0|||OEW-VPLS|true||0|
12.82.0.95/4|12.82.0.95/4|12.82.0.95/4|||OEW-VPLS|true||4|
12.122.215.29/7|12.122.215.29/7|12.122.215.29/7|||OEW-T640|true||7|
150.0.0.216/0|150.0.0.216/0|150.0.0.216/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
12.122.215.41/7|12.122.215.41/7|12.122.215.41/7|||OEW-T640|true||7|
172.18.196.97/0|172.18.196.97/0|172.18.196.97/0|||OEW-SROUTER|true||0|
10.0.38.83/1|10.0.38.83/1|10.0.38.83/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.122.125.140/1|12.122.125.140/1|12.122.125.140/1|||OEW-T640|true||1|
12.83.165.74/0|12.83.165.74/0|12.83.165.74/0|||OEW-SROUTER|true||0|
143.0.68.230/4|143.0.68.230/4|143.0.68.230/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
12.122.126.13/7|12.122.126.13/7|12.122.126.13/7|||OEW-T640|true||7|
12.122.119.225/1|12.122.119.225/1|12.122.119.225/1|||OEW-T640|true||1|
12.122.120.193/0|12.122.120.193/0|12.122.120.193/0|||OEW-T640|true||0|
12.82.16.102/1|12.82.16.102/1|12.82.16.102/1|||OEW-VPLS|true||1|
143.0.68.244/8|143.0.68.244/8|143.0.68.244/8|ETHERNET-NFO|IPAG|IPAG|true|B|8|DPC8
12.82.0.62/8|12.82.0.62/8|12.82.0.62/8|ETHERNET-NFO|IPAG|IPAG|true|B|8|
12.82.0.122/1|12.82.0.122/1|12.82.0.122/1|||OEW-VPLS|true||1|
12.122.126.102/1|12.122.126.102/1|12.122.126.102/1|||OEW-T640|true||1|
12.82.114.19/0|12.82.114.19/0|12.82.114.19/0|||OEW-VPLS|true||0|
12.82.110.18/0|12.82.110.18/0|12.82.110.18/0|||OEW-VPLS|true||0|
12.83.165.161/7|12.83.165.161/7|12.83.165.161/7|||OEW-SROUTER|true||7|
12.122.215.29/3|12.122.215.29/3|12.122.215.29/3|||OEW-T640|true||3|
148.0.131.204/0|148.0.131.204/0|148.0.131.204/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.82.24.91/7|12.82.24.91/7|12.82.24.91/7|||OEW-VPLS|true||7|
12.82.8.81/5|12.82.8.81/5|12.82.8.81/5|||OEW-VPLS|true||5|
12.82.24.43/8|12.82.24.43/8|12.82.24.43/8|||OEW-VPLS|true||8|
12.82.0.59/0|12.82.0.59/0|12.82.0.59/0|||OEW-SROUTER|true||0|
12.82.0.81/8|12.82.0.81/8|12.82.0.81/8|||OEW-VPLS|true||8|
12.122.127.105/4|12.122.127.105/4|12.122.127.105/4|||OEW-T640|true||4|
12.122.120.141/2|12.122.120.141/2|12.122.120.141/2|||OEW-SROUTER|true||2|
12.82.131.2/0|12.82.131.2/0|12.82.131.2/0|||OEW-SROUTER|true||0|
32.120.94.253/5|32.120.94.253/5|32.120.94.253/5|||OEW-SROUTER|true||5|
12.82.104.3/2|12.82.104.3/2|12.82.104.3/2|||OEW-VPLS|true||2|
12.82.126.130/1|12.82.126.130/1|12.82.126.130/1|||OEW-VPLS|true||1|
12.83.164.56/1|12.83.164.56/1|12.83.164.56/1|||OEW-SROUTER|true||1|
165.87.210.255/0|165.87.210.255/0|165.87.210.255/0|||OEW-SROUTER|true||0|
12.82.70.30/10|12.82.70.30/10|12.82.70.30/10|||OEW-VPLS|true||10|
12.122.119.18/4|12.122.119.18/4|12.122.119.18/4|||OEW-T640|true||4|
12.122.126.109/4|12.122.126.109/4|12.122.126.109/4|||OEW-SROUTER|true||4|
12.82.64.22/9|12.82.64.22/9|12.82.64.22/9|||OEW-VPLS|true||9|
12.122.127.228/3|12.122.127.228/3|12.122.127.228/3|||OEW-SROUTER|true||3|
143.0.24.15/2|143.0.24.15/2|143.0.24.15/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
12.82.74.3/4|12.82.74.3/4|12.82.74.3/4|||OEW-SROUTER|true||4|
12.80.72.27/0|12.80.72.27/0|12.80.72.27/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.82.90.28/0|12.82.90.28/0|12.82.90.28/0|||OEW-VPLS|true||0|
12.82.120.139/0|12.82.120.139/0|12.82.120.139/0|||OEW-VPLS|true||0|
143.0.68.177/3|143.0.68.177/3|143.0.68.177/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
12.82.58.3/5|12.82.58.3/5|12.82.58.3/5|||OEW-VPLS|true||5|
12.83.164.207/0|12.83.164.207/0|12.83.164.207/0|||OEW-SROUTER|true||0|
12.82.118.2/5|12.82.118.2/5|12.82.118.2/5|||OEW-SROUTER|true||5|
12.122.122.73/11|12.122.122.73/11|12.122.122.73/11|||OEW-VPLS|true||11|
12.83.165.249/7|12.83.165.249/7|12.83.165.249/7|||OEW-SROUTER|true||7|
10.0.38.82/1|10.0.38.82/1|10.0.38.82/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.82.24.65/11|12.82.24.65/11|12.82.24.65/11|||OEW-VPLS|true||11|
12.82.40.101/1|12.82.40.101/1|12.82.40.101/1|||OEW-VPLS|true||1|
12.82.80.26/3|12.82.80.26/3|12.82.80.26/3|||OEW-SROUTER|true||3|
12.122.122.115/3|12.122.122.115/3|12.122.122.115/3|||OEW-VPLS|true||3|
12.82.98.20/0|12.82.98.20/0|12.82.98.20/0|||OEW-VPLS|true||0|
12.122.125.108/3|12.122.125.108/3|12.122.125.108/3|||OEW-T640|true||3|
12.82.16.96/0|12.82.16.96/0|12.82.16.96/0|||OEW-SROUTER|true||0|
12.122.215.47/7|12.122.215.47/7|12.122.215.47/7|||OEW-T640|true||7|
12.82.49.74/0|12.82.49.74/0|12.82.49.74/0|||OEW-VPLS|true||0|
12.122.122.120/11|12.122.122.120/11|12.122.122.120/11|||OEW-VPLS|true||11|
12.122.119.229/3|12.122.119.229/3|12.122.119.229/3|||OEW-SROUTER|true||3|
12.122.120.103/4|12.122.120.103/4|12.122.120.103/4|||OEW-T640|true||4|
12.122.125.224/4|12.122.125.224/4|12.122.125.224/4|||OEW-T640|true||4|
12.82.110.3/0|12.82.110.3/0|12.82.110.3/0|||OEW-VPLS|true||0|
12.83.164.197/5|12.83.164.197/5|12.83.164.197/5|||OEW-SROUTER|true||5|
12.83.164.186/5|12.83.164.186/5|12.83.164.186/5|||OEW-SROUTER|true||5|
12.82.62.7/10|12.82.62.7/10|12.82.62.7/10|||OEW-VPLS|true||10|
12.82.48.1/0|12.82.48.1/0|12.82.48.1/0|||OEW-VPLS|true||0|
12.122.120.173/2|12.122.120.173/2|12.122.120.173/2|||OEW-T640|true||2|
12.82.40.123/0|12.82.40.123/0|12.82.40.123/0|||OEW-VPLS|true||0|
12.122.122.68/10|12.122.122.68/10|12.122.122.68/10|||OEW-VPLS|true||10|
172.30.188.3/7|172.30.188.3/7|172.30.188.3/7|||OEW-SROUTER|true||7|
172.26.100.253/7|172.26.100.253/7|172.26.100.253/7|||OEW-SROUTER|true||7|
12.83.164.74/1|12.83.164.74/1|12.83.164.74/1|||OEW-SROUTER|true||1|
12.82.0.95/0|12.82.0.95/0|12.82.0.95/0|||OEW-VPLS|true||0|
12.82.40.111/3|12.82.40.111/3|12.82.40.111/3|||OEW-VPLS|true||3|
