@ref(networkElement)|@const(IpagSlot)class
@index(PE_Slot)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|slot_number|slot_name
149.0.3.222/1|149.0.3.222/1|149.0.3.222/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
150.0.0.147/2|150.0.0.147/2|150.0.0.147/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
148.0.131.182/4|148.0.131.182/4|148.0.131.182/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
143.0.68.173/2|143.0.68.173/2|143.0.68.173/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
143.0.68.247/3|143.0.68.247/3|143.0.68.247/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
143.0.68.229/1|143.0.68.229/1|143.0.68.229/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
143.0.68.169/2|143.0.68.169/2|143.0.68.169/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
143.0.68.110/2|143.0.68.110/2|143.0.68.110/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
143.0.68.172/3|143.0.68.172/3|143.0.68.172/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
12.80.17.93/4|12.80.17.93/4|12.80.17.93/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
150.0.0.233/0|150.0.0.233/0|150.0.0.233/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
143.0.68.42/1|143.0.68.42/1|143.0.68.42/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
143.0.68.247/2|143.0.68.247/2|143.0.68.247/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
143.0.68.35/0|143.0.68.35/0|143.0.68.35/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
143.0.68.99/4|143.0.68.99/4|143.0.68.99/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
143.0.68.110/0|143.0.68.110/0|143.0.68.110/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
12.82.0.62/3|12.82.0.62/3|12.82.0.62/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
143.0.68.172/0|143.0.68.172/0|143.0.68.172/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
8.8.0.190/3|8.8.0.190/3|8.8.0.190/3|ETHERNET-NFO|IPAG|IPAG|true|S|3|DPC3
8.8.0.190/5|8.8.0.190/5|8.8.0.190/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
143.0.68.168/7|143.0.68.168/7|143.0.68.168/7|ETHERNET-NFO|IPAG|IPAG|true|B|7|DPC7
12.82.0.53/4|12.82.0.53/4|12.82.0.53/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
143.0.68.170/5|143.0.68.170/5|143.0.68.170/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.82.0.53/2|12.82.0.53/2|12.82.0.53/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
12.80.84.29/3|12.80.84.29/3|12.80.84.29/3|ETHERNET-NFO|IPAG|IPAG|true|S|3|DPC3
143.0.68.168/2|143.0.68.168/2|143.0.68.168/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
143.0.68.247/1|143.0.68.247/1|143.0.68.247/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.80.72.19/1|12.80.72.19/1|12.80.72.19/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.80.72.15/0|12.80.72.15/0|12.80.72.15/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
8.8.0.154/3|8.8.0.154/3|8.8.0.154/3|ETHERNET-NFO|IPAG|IPAG|true|S|3|DPC3
149.9.0.27/1|149.9.0.27/1|149.9.0.27/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
150.0.0.12/0|150.0.0.12/0|150.0.0.12/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
8.8.0.190/0|8.8.0.190/0|8.8.0.190/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
8.8.0.205/1|8.8.0.205/1|8.8.0.205/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
149.9.0.6/0|149.9.0.6/0|149.9.0.6/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
8.8.0.172/4|8.8.0.172/4|8.8.0.172/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
8.8.0.148/2|8.8.0.148/2|8.8.0.148/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
149.0.3.196/5|149.0.3.196/5|149.0.3.196/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
149.0.3.222/2|149.0.3.222/2|149.0.3.222/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
149.0.3.196/0|149.0.3.196/0|149.0.3.196/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
149.0.3.194/3|149.0.3.194/3|149.0.3.194/3|ETHERNET-NFO|IPAG|IPAG|true|S|3|DPC3
149.0.3.206/0|149.0.3.206/0|149.0.3.206/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
143.0.68.72/0|143.0.68.72/0|143.0.68.72/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
143.0.68.184/0|143.0.68.184/0|143.0.68.184/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
143.0.68.247/4|143.0.68.247/4|143.0.68.247/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
143.0.68.43/5|143.0.68.43/5|143.0.68.43/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
143.0.24.144/3|143.0.24.144/3|143.0.24.144/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
143.0.24.130/7|143.0.24.130/7|143.0.24.130/7|ETHERNET-NFO|IPAG|IPAG|true|B|7|DPC7
143.0.24.237/1|143.0.24.237/1|143.0.24.237/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
12.123.80.168/2|12.123.80.168/2|12.123.80.168/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
12.123.80.143/2|12.123.80.143/2|12.123.80.143/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
12.123.80.27/4|12.123.80.27/4|12.123.80.27/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
12.123.80.143/1|12.123.80.143/1|12.123.80.143/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.123.80.122/5|12.123.80.122/5|12.123.80.122/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
10.144.0.137/3|10.144.0.137/3|10.144.0.137/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
149.0.3.194/2|149.0.3.194/2|149.0.3.194/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
143.0.68.175/0|143.0.68.175/0|143.0.68.175/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
143.0.68.72/4|143.0.68.72/4|143.0.68.72/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
143.0.24.196/5|143.0.24.196/5|143.0.24.196/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
143.0.24.144/4|143.0.24.144/4|143.0.24.144/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
12.80.84.11/2|12.80.84.11/2|12.80.84.11/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
143.0.68.168/4|143.0.68.168/4|143.0.68.168/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
143.0.68.170/3|143.0.68.170/3|143.0.68.170/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
143.0.68.170/2|143.0.68.170/2|143.0.68.170/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
143.0.68.169/4|143.0.68.169/4|143.0.68.169/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
143.0.68.172/5|143.0.68.172/5|143.0.68.172/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
143.0.68.173/1|143.0.68.173/1|143.0.68.173/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
143.0.68.169/1|143.0.68.169/1|143.0.68.169/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
143.0.68.241/3|143.0.68.241/3|143.0.68.241/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
143.0.68.248/1|143.0.68.248/1|143.0.68.248/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.123.80.201/5|12.123.80.201/5|12.123.80.201/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.123.80.27/2|12.123.80.27/2|12.123.80.27/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
12.123.80.214/2|12.123.80.214/2|12.123.80.214/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
12.123.80.214/4|12.123.80.214/4|12.123.80.214/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
12.123.80.197/1|12.123.80.197/1|12.123.80.197/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.123.80.214/3|12.123.80.214/3|12.123.80.214/3|ETHERNET-NFO|IPAG|IPAG|true|S|3|DPC3
12.123.80.17/2|12.123.80.17/2|12.123.80.17/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
12.80.4.13/1|12.80.4.13/1|12.80.4.13/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
10.144.0.147/0|10.144.0.147/0|10.144.0.147/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
10.144.0.154/4|10.144.0.154/4|10.144.0.154/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
10.144.0.147/5|10.144.0.147/5|10.144.0.147/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
10.144.0.147/3|10.144.0.147/3|10.144.0.147/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
12.123.80.15/1|12.123.80.15/1|12.123.80.15/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
150.0.0.89/1|150.0.0.89/1|150.0.0.89/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
8.8.0.154/0|8.8.0.154/0|8.8.0.154/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
150.0.0.168/2|150.0.0.168/2|150.0.0.168/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
150.0.0.212/5|150.0.0.212/5|150.0.0.212/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
149.0.3.222/4|149.0.3.222/4|149.0.3.222/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
149.0.3.198/4|149.0.3.198/4|149.0.3.198/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
149.0.3.198/3|149.0.3.198/3|149.0.3.198/3|ETHERNET-NFO|IPAG|IPAG|true|S|3|DPC3
149.0.3.195/5|149.0.3.195/5|149.0.3.195/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
149.0.3.128/5|149.0.3.128/5|149.0.3.128/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
143.0.68.43/0|143.0.68.43/0|143.0.68.43/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
12.80.84.11/0|12.80.84.11/0|12.80.84.11/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
143.0.24.237/0|143.0.24.237/0|143.0.24.237/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
12.80.72.14/0|12.80.72.14/0|12.80.72.14/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
149.0.3.206/1|149.0.3.206/1|149.0.3.206/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
149.0.3.223/5|149.0.3.223/5|149.0.3.223/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
149.0.3.198/1|149.0.3.198/1|149.0.3.198/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
10.144.0.147/1|10.144.0.147/1|10.144.0.147/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
150.0.0.216/0|150.0.0.216/0|150.0.0.216/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
150.0.0.217/0|150.0.0.217/0|150.0.0.217/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
148.0.131.182/0|148.0.131.182/0|148.0.131.182/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
143.0.68.248/0|143.0.68.248/0|143.0.68.248/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
143.0.68.240/2|143.0.68.240/2|143.0.68.240/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
143.0.68.247/5|143.0.68.247/5|143.0.68.247/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
143.0.24.132/3|143.0.24.132/3|143.0.24.132/3|ETHERNET-NFO|IPAG|IPAG|true|S|3|DPC3
143.0.68.170/0|143.0.68.170/0|143.0.68.170/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.82.0.62/2|12.82.0.62/2|12.82.0.62/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
143.0.24.144/2|143.0.24.144/2|143.0.24.144/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
143.0.68.168/1|143.0.68.168/1|143.0.68.168/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.80.72.121/4|12.80.72.121/4|12.80.72.121/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
12.80.72.121/5|12.80.72.121/5|12.80.72.121/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
10.144.0.137/1|10.144.0.137/1|10.144.0.137/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.123.80.143/0|12.123.80.143/0|12.123.80.143/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
10.144.0.154/1|10.144.0.154/1|10.144.0.154/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
149.0.3.198/2|149.0.3.198/2|149.0.3.198/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
12.82.100.7/5|12.82.100.7/5|12.82.100.7/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.123.80.27/3|12.123.80.27/3|12.123.80.27/3|ETHERNET-NFO|IPAG|IPAG|true|S|3|DPC3
12.123.80.168/0|12.123.80.168/0|12.123.80.168/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.123.80.214/1|12.123.80.214/1|12.123.80.214/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
10.144.0.154/3|10.144.0.154/3|10.144.0.154/3|ETHERNET-NFO|IPAG|IPAG|true|S|3|DPC3
149.9.0.6/2|149.9.0.6/2|149.9.0.6/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
149.0.3.223/1|149.0.3.223/1|149.0.3.223/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
149.0.3.222/5|149.0.3.222/5|149.0.3.222/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
148.0.131.229/5|148.0.131.229/5|148.0.131.229/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
143.0.68.247/0|143.0.68.247/0|143.0.68.247/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
143.0.68.242/5|143.0.68.242/5|143.0.68.242/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
150.0.0.168/5|150.0.0.168/5|150.0.0.168/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
149.9.0.29/5|149.9.0.29/5|149.9.0.29/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
8.8.0.172/5|8.8.0.172/5|8.8.0.172/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
150.0.0.23/5|150.0.0.23/5|150.0.0.23/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
149.9.0.29/0|149.9.0.29/0|149.9.0.29/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
149.9.0.29/3|149.9.0.29/3|149.9.0.29/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
149.0.3.216/0|149.0.3.216/0|149.0.3.216/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
149.0.3.198/0|149.0.3.198/0|149.0.3.198/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
148.0.131.182/2|148.0.131.182/2|148.0.131.182/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
148.0.131.182/1|148.0.131.182/1|148.0.131.182/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
143.0.68.184/1|143.0.68.184/1|143.0.68.184/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
149.0.3.196/4|149.0.3.196/4|149.0.3.196/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
12.80.72.118/0|12.80.72.118/0|12.80.72.118/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.123.80.27/5|12.123.80.27/5|12.123.80.27/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
12.123.80.212/1|12.123.80.212/1|12.123.80.212/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
10.144.0.155/0|10.144.0.155/0|10.144.0.155/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
8.8.0.154/2|8.8.0.154/2|8.8.0.154/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
149.0.3.202/4|149.0.3.202/4|149.0.3.202/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
149.0.3.222/3|149.0.3.222/3|149.0.3.222/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
149.0.3.134/5|149.0.3.134/5|149.0.3.134/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
143.0.68.241/5|143.0.68.241/5|143.0.68.241/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
149.0.3.196/2|149.0.3.196/2|149.0.3.196/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
143.0.68.184/2|143.0.68.184/2|143.0.68.184/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
143.0.68.34/1|143.0.68.34/1|143.0.68.34/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
143.0.24.144/0|143.0.24.144/0|143.0.24.144/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
143.0.24.132/1|143.0.24.132/1|143.0.24.132/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
12.80.72.16/2|12.80.72.16/2|12.80.72.16/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
8.8.0.148/0|8.8.0.148/0|8.8.0.148/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
8.8.1.5/0|8.8.1.5/0|8.8.1.5/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
150.0.0.46/2|150.0.0.46/2|150.0.0.46/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
150.0.0.215/0|150.0.0.215/0|150.0.0.215/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
150.0.0.232/0|150.0.0.232/0|150.0.0.232/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
8.8.1.5/2|8.8.1.5/2|8.8.1.5/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
150.0.0.147/1|150.0.0.147/1|150.0.0.147/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
150.0.0.12/1|150.0.0.12/1|150.0.0.12/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
150.0.0.10/2|150.0.0.10/2|150.0.0.10/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
10.144.0.147/4|10.144.0.147/4|10.144.0.147/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
149.0.3.194/4|149.0.3.194/4|149.0.3.194/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
149.0.3.194/1|149.0.3.194/1|149.0.3.194/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
12.80.72.33/1|12.80.72.33/1|12.80.72.33/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.123.80.133/2|12.123.80.133/2|12.123.80.133/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
10.144.0.155/5|10.144.0.155/5|10.144.0.155/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
12.123.80.202/0|12.123.80.202/0|12.123.80.202/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
